MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
4465_11,0.226849451,0.31658962,0.291771882,3.075102881,2.311632151,0.1715741,0.141183215,1.487357775,0.145348383,1.924918882,0.340623519,0.218290458,0.289534831,0.241191933,0.731785335,0.656199837,1.212579326,1.144235596,0.335219887,0.509863784,0.245467761,0.276414039,0.166834717,0.872662626,1.678131647,0.678907104,0.194103627,0.221977386,0.477092796,0.124214714,0.342044063,1.781751857,0.78511188,0.428508845,0.484672388,0.801585604,0.586234045,0.336535045,0.513700315,0.290971076,0.461800105,0.331008463,0.308999949,0.146933283,1.012061313,0.180879667,1.313174327,0.240645186,0.360343935,0.999340021,0.078685135,0.122419929,0.181561625,0.128456801,0.148894427,0.17927735,0.265993083,0.119935411,0.221646358,0.125990131,0.505180094,0.298557394,1.992138961,2.025043908,0.184630328,1.431460862,0.815243734,0.251767089,0.163162374,0.137047514,0.128481701,0.120309148,0.474024792,0.22572004,0.289402491,0.288071311,1.863936724,Control,Memantine,S/C,c-SC-m
4465_12,0.328792929,0.573106859,0.304613894,2.118742391,3.811425094,0.236499453,0.180729002,2.986493111,0.209568934,1.411634038,0.448168735,0.300810488,0.283036938,0.288632325,0.750411136,0.660983015,1.479788952,1.324421372,0.407674127,0.684712471,0.245335048,0.348178404,0.178952618,1.192182345,2.522344761,1.023212413,0.224983613,0.246533545,0.772318227,0.171802095,0.381055316,2.290171636,0.822223357,0.426097979,0.492534892,0.818988752,0.57793742,0.328917789,0.500425921,0.330906946,0.298600405,0.341134866,0.365979937,0.156139035,0.903334899,0.136275494,1.393826624,0.257230966,0.340360226,0.926112377,0.076503394,0.12473915,0.184225735,0.129042065,0.156757126,0.185707256,0.161570511,0.106843656,0.224840216,0.118897132,0.50991783,0.292314082,1.580420254,2.353900426,0.166577346,1.201316183,0.877694302,0.22088092,0.137958129,0.131341844,0.129741606,0.136312176,0.464128579,0.146000101,0.173626479,0.269921989,1.991228137,Control,Memantine,S/C,c-SC-m
4465_13,0.380057869,0.506152665,0.395093333,2.412648389,2.854944524,0.290085209,0.191622024,2.475324681,0.179408511,1.10850262,0.326925875,0.209100853,0.301279669,0.201569304,0.785497766,0.567291045,1.501303132,1.550853777,0.559520008,0.653030643,0.268799883,0.37191012,0.183660291,0.9402649,2.549537511,1.140182078,0.23625221,0.283017139,0.50124403,0.144260076,0.377845843,2.298912348,0.594202335,0.500256246,0.399400225,0.760838876,0.555608271,0.363698162,0.500616016,0.239771151,0.387192581,0.472956751,0.674547975,0.15819085,0.70030176,0.154245915,2.161856087,0.307015384,0.32937034,1.719660818,0.166068169,0.179448344,0.191722523,0.113290397,0.158207384,0.176309902,0.143380942,0.128332844,0.257413979,0.119737011,0.480623007,0.274792712,1.273986688,2.026637255,0.16188855,1.021980958,0.856388681,0.206441185,0.150207093,,0.11880339,0.121156681,0.415020866,0.178930295,0.237698193,0.245893451,1.566704674,Control,Saline,S/C,t-SC-s
4465_14,0.514462126,0.305052169,0.317965707,2.250595321,4.255988502,0.249747406,0.178312566,2.150423117,0.295694864,1.592508646,0.905966123,0.370708811,0.34707884,0.288721655,0.848830963,0.692341529,1.525815417,2.114384013,0.407660227,0.750031487,0.488457998,0.336608755,0.204779892,1.477244718,2.660839132,1.421783965,0.274366749,0.356453515,0.802061703,0.171228928,0.410390811,2.162395889,0.325203405,0.424985566,0.326578269,0.757929228,0.603928464,0.419632523,0.606105311,0.468198634,0.367751664,0.479532615,0.522967283,0.17913663,0.888254973,0.189875835,1.413376252,0.275691864,0.301378466,1.188463316,0.116267304,0.148885551,0.155626611,0.115056915,0.142492255,0.160611622,0.199114279,0.127606082,0.19888007,0.108859947,0.498172445,0.257178723,1.362760966,1.877197656,0.136591146,1.044932008,0.741206104,0.234233438,0.15710206,0.137317999,0.116736345,0.121438444,0.407776149,0.123138301,0.147715137,,1.752135031,Control,Saline,C/S,c-CS-s
4465_15,0.398141153,0.518971603,0.401969612,1.484990958,2.841400402,0.137873134,0.250503525,2.815117716,0.187550093,0.806047967,0.257659256,0.280997239,0.355473683,0.21268574,0.606109349,0.347869177,0.929507025,0.891504104,0.400794399,0.542159113,0.245231927,0.250328803,0.168310786,0.86871774,1.284090909,0.885011468,0.160149973,0.176193403,0.425752129,0.13122157,0.337418265,1.278094252,0.546486909,0.38694337,0.598584245,0.657344966,0.838832124,0.344075157,0.772901081,0.239771151,0.423621932,0.394645977,0.254465411,0.154531932,0.723207196,0.139212787,2.188627231,0.351086092,0.676121204,0.815800184,0.058405282,0.193881107,0.13415328,0.105834113,0.156914972,0.164136937,0.356248654,0.13412616,0.206034827,0.107771408,0.542607124,0.310735167,1.447111402,2.128002445,0.224641946,1.213508819,0.734265339,0.201514104,0.242494945,0.111539797,0.111808283,0.108992918,0.36341039,0.19567973,0.202599033,0.294713796,0.980683301,Control,Saline,S/C,c-SC-s
3844_1,0.342795767,0.469605781,0.393880337,2.451927648,3.283935278,0.227162121,0.169689487,2.414233545,0.227091464,1.195667113,0.688161755,0.274908884,0.279188544,0.265952523,0.72766782,0.484959585,1.470426815,1.260593673,0.402177583,0.615520424,0.316870468,0.370508723,0.175007408,1.418072173,1.869964593,1.217086935,0.245443769,0.252424016,0.512542053,0.168604336,0.375285312,1.396379077,0.262441455,0.484247457,0.308176769,0.639686726,0.544350962,0.327461036,0.53522709,0.34091473,0.269553454,0.308975712,0.482677437,0.194513563,0.67836184,0.155581816,2.267380164,0.308895853,0.542415255,0.955940413,0.264950893,0.174552618,0.144870784,0.102858902,0.141895204,0.177749658,0.213194286,0.111806736,0.189101076,0.130630021,0.423116538,0.287265838,1.396557209,2.052136982,0.132245718,1.133738156,0.909768005,0.225566428,,,0.103810672,0.113577128,0.48522887,0.090530697,,,1.711709475,Ts65Dn,Memantine,C/S,t-CS-m
3844_2,0.73002353,0.771254031,0.300278809,2.124798723,4.741262605,0.217729775,0.189896271,3.697234345,0.208339236,2.544163851,1.828221296,0.30781317,0.367344252,0.279679994,0.902318709,0.618552655,1.754744099,2.5733281,0.456778146,0.710075436,0.683552742,0.394813427,0.231086551,1.313268718,3.616584733,1.327372117,0.275435599,0.314639413,0.895173248,0.168793839,0.435786342,2.208458772,0.427662905,0.466323922,0.425338957,0.801084095,0.616317633,0.493992541,0.707279839,0.449372723,0.403538992,0.531320824,0.295276445,0.236629642,1.324301119,0.176360651,2.035354095,0.35412691,0.680009375,2.291487859,0.31314841,0.169486513,0.188987571,0.114832909,0.165768566,0.152839941,0.254022879,0.115780282,0.222502237,0.123852174,0.48303803,0.325097597,1.612059088,2.195028232,0.144020016,1.186766155,0.808465381,0.238430561,0.185191383,0.123982368,0.112559343,0.121031678,0.561719143,0.181487552,0.176215189,0.146871441,1.358894666,Ts65Dn,Saline,C/S,c-CS-s
3844_3,0.376216734,0.491712338,0.287014162,1.992975421,3.387103551,0.243831741,0.200174406,2.263158498,0.295694864,1.244159283,0.403952968,0.311654462,0.277382446,0.285944842,0.820487216,0.777525079,1.476128915,0.727791772,0.454160896,0.656543293,0.286035213,0.360618618,0.183794639,0.862662692,2.356119131,0.911272196,0.236107277,0.281114876,0.613366879,0.179340475,0.468071215,1.693706745,0.573682231,0.311744393,0.463332837,0.857803799,0.591462853,0.341567062,0.584115566,0.318622368,0.318604614,0.412238547,0.643964014,0.140348407,0.892561644,0.169192656,1.948097647,0.290982623,0.229940601,0.885785989,0.064215635,0.135707744,0.159815465,0.136304211,0.155441333,0.20972768,0.22696282,0.091491038,0.146085188,0.183504205,0.614246546,0.337539587,1.835335751,2.013451539,0.209135873,1.608399314,0.809551646,0.27337232,0.201789856,,0.146844231,0.15281742,0.503751437,,0.211416093,,1.152950326,Control,Memantine,S/C,c-SC-m
3844_4,0.252967789,0.429317395,0.249799879,2.105419398,3.162365244,0.234450078,0.206818592,4.800536695,0.200016067,1.292274946,0.413111572,0.321266681,0.327268311,0.305754654,0.881351446,0.75678811,1.5684181,1.148363475,0.452701323,0.609545923,0.386956016,0.398596452,0.202688311,1.035861711,2.287144046,1.13943476,0.245266008,0.303566319,0.675941776,0.246882793,0.36929336,1.278094252,0.852897353,0.453484438,0.403922255,0.829260463,0.570881251,0.345308534,0.635238818,0.396354817,0.322800247,0.417978721,0.390290156,0.150979267,0.822562598,0.137598861,1.418498718,0.287205469,0.236214045,1.189912259,0.063946298,0.148811981,0.162128791,0.131304079,0.161560442,0.189278628,0.166177815,0.106701732,0.200134953,0.107971614,0.570091,0.275964511,1.572352495,2.532803481,0.199765857,1.495536113,0.836197698,0.186398567,0.223782094,,0.132394075,0.108366133,0.413121776,0.210963641,0.253674523,,1.008451563,Control,Memantine,S/C,c-SC-m
3844_5,0.246989016,0.528091438,0.354740856,2.226156778,6.207503059,0.339803094,0.164953131,2.547236784,0.19136074,1.230133493,0.476067947,0.352094547,0.302360211,0.292073279,0.832950902,0.891402437,1.580091524,1.00306007,0.413595786,0.632608869,0.278431707,0.37710916,0.142372047,1.006161343,2.953831412,0.98176487,0.244500082,0.278004776,0.621373343,0.129656353,0.37250737,1.875710893,0.706712794,0.564631023,0.675870003,0.961217541,0.848568267,0.378837063,0.766110141,0.34352262,0.377372355,0.411753214,0.294487613,0.143483684,0.985884691,0.134908611,1.888350231,0.233774791,0.396803134,0.759520715,0.185388685,0.155235034,0.195857189,0.139354484,0.159418931,0.178610159,0.123964088,0.135140916,0.2785281,0.142866033,0.699946346,0.244645781,1.079713404,2.672332864,0.171503148,1.202605987,0.747470995,0.239028014,,,0.133314189,0.162545838,0.418243328,,,0.117812408,0.973104099,Control,Memantine,S/C,c-SC-m
3844_6,0.462094635,0.580881628,0.319176293,2.256943143,3.241329597,0.278809946,0.19660683,2.357603189,0.245424921,1.245569604,0.663546824,0.362840856,0.378035295,0.304869104,0.783748859,0.759961627,1.503514169,1.001071297,0.464570074,0.654437517,0.455881488,0.312407027,0.181966378,0.918180234,2.309326815,1.121452074,0.254951452,0.282857089,0.732077785,0.194209254,0.410403763,1.709324169,0.308264813,0.410849389,0.324696988,0.762839006,0.655184692,0.386140683,0.584056907,0.353458786,0.350720813,0.303654771,0.58779848,0.144648856,0.892799247,0.179402837,2.892800563,0.329826229,0.447110365,0.777372942,0.172210285,0.159182563,0.183023511,0.101887893,0.146499773,0.153538008,0.227814801,0.124137087,0.20757705,0.10949996,0.418572673,0.280780492,1.389075111,2.05603651,0.142526976,1.13040513,0.804865102,0.193449223,0.153862357,0.124456598,0.105359751,0.113957074,0.491666874,0.119875905,0.156516228,0.193515573,1.574308226,Ts65Dn,Memantine,C/S,t-CS-m
3844_7,0.179262795,0.822793234,0.224142129,2.946203517,3.222978586,0.178692399,0.181049224,2.398500281,0.202601913,1.749536071,0.540735065,0.287381345,0.33032721,0.163554464,0.782540347,0.803200788,1.4214631,2.422927363,0.554342193,0.56677828,0.508697389,0.350650938,0.15832196,1.00056048,2.631968733,1.424366375,0.250721085,0.286738255,0.791496811,0.164105629,0.442956705,2.437587099,0.315220562,0.357599281,0.286636156,0.684495309,0.521970208,0.302516232,0.46021918,0.369300209,0.258136864,0.30657983,0.331740653,0.155058986,0.839771202,0.175804979,1.179181876,0.302091432,0.578187344,0.91513428,0.176837861,0.122419929,0.189778115,0.107463847,0.164644664,0.183970553,0.171384782,0.110281262,0.280660937,0.110647776,0.421951146,0.283072602,1.529326109,2.182526702,0.11386395,1.150126356,0.956398741,0.220964643,0.13265905,0.115321725,0.112252098,0.100404587,0.436805462,0.115431688,0.140134228,0.153391792,1.620912097,Ts65Dn,Memantine,C/S,t-CS-m
3844_8,0.325223604,0.448091719,0.244818643,1.97477431,2.530497934,0.185916554,0.170454808,4.147386559,0.252607027,0.806047967,0.220245251,0.286834343,0.264849137,0.210387951,0.632918907,1.184816961,1.133155696,0.727791772,0.42374434,0.570945568,0.238960269,0.294883235,0.176036057,0.632922692,1.284090909,0.791960844,0.195063098,0.245977203,0.483884234,0.123083959,0.378448339,1.634100002,0.265883846,0.393792606,0.415855933,0.625994902,0.560809108,0.257079245,0.400061086,0.375305329,0.288803533,0.326621848,0.156686061,0.129330673,1.017774789,0.133727845,1.088097309,0.300170855,0.405292402,0.827240997,0.085546574,0.17009817,0.125317528,0.135699286,0.155158626,0.181743138,0.184629193,0.120784894,0.258632012,0.113075496,0.536248505,0.258805485,1.461127216,2.579004129,0.138635758,1.077028276,0.707470499,0.241352601,0.166242575,0.154245927,0.121448506,0.125362338,0.303250978,,0.289549804,0.288046562,1.122525486,Control,Saline,C/S,c-SC-m
3844_9,0.269408781,0.597990994,0.291465943,2.117040936,4.213110926,0.243549731,0.192939608,4.526560283,0.20119841,1.671889596,0.481948157,0.371619244,0.32226663,0.236757534,0.875105196,0.826594408,1.570603652,1.399398966,0.467523064,0.6698295,0.385951349,0.361211659,0.218409472,1.454218347,2.434010121,1.111205359,0.251455811,0.286545407,0.620466791,0.182422232,0.365353607,2.196666991,0.640310829,0.400748486,0.422442916,0.828898682,0.600929222,0.315512014,0.54550651,0.345717727,0.366609587,0.459067611,0.380744007,0.16800989,0.866018576,0.185941273,1.2045125,0.371645163,0.236357685,1.194634214,0.103105789,0.186145379,0.188398919,0.120134547,0.161130797,0.185799718,0.190857418,0.127415056,0.28283437,0.163895666,0.650311136,0.250928135,1.648959083,2.310281309,0.11386395,1.359365667,0.955777273,0.277490105,,,0.120082328,0.136343855,0.499126488,,,,1.082766473,Control,Memantine,S/C,c-SC-m
3844_10,0.398466313,0.704664905,0.353542942,2.648477026,4.501290433,0.299903967,0.188906021,5.307645881,0.241440939,1.261767212,0.437662309,0.400749343,0.335800158,0.26830434,0.982670353,1.079995498,1.876775691,1.017687943,0.388787148,0.364552239,0.243647139,0.332619221,0.168804037,1.33351746,3.221704512,1.363366795,0.254888245,0.257476636,0.66031893,0.172879829,0.472450146,2.570811169,0.468718555,0.477791897,0.362849946,0.847189758,0.541219609,0.434424077,0.579369334,0.347944211,0.368782139,0.425657979,0.487294788,0.206006356,1.172056667,0.126027205,2.816487738,0.352451274,0.420833681,1.275505333,0.219636206,0.151516438,0.18931513,0.139370857,0.164539346,0.186350293,0.148264727,0.115444418,0.27148824,0.121433076,0.596033515,0.321430106,1.786100849,2.552509616,0.157364101,1.509400816,0.830005687,0.218515034,0.105861914,0.100596582,0.140379517,0.113834344,0.564009355,0.197864429,0.145033479,0.167464188,1.37626266,Ts65Dn,Memantine,S/C,t-CS-m
3844_11,0.289729227,0.400815867,0.31916774,2.73516752,3.143166016,0.222119591,0.176219076,2.51543526,0.199261874,1.21252845,0.393730934,0.246130855,0.288929091,0.252684371,0.849212513,0.711486635,1.542040481,1.144781002,0.439774398,0.640808916,0.222389971,0.35895789,0.158326748,1.000097429,2.81851615,1.096242,0.231660693,0.230397218,0.62984538,0.134364195,0.464390754,1.81465505,0.248008313,0.488236373,0.321498003,0.694661613,0.571872633,0.368512824,0.524105521,0.286876805,0.339083658,0.384579989,0.441643333,0.15666338,0.719191442,0.160431301,1.976982525,0.271497753,0.519737318,0.80869103,0.058405282,0.145988906,0.188159904,0.12203402,0.146158847,0.171404362,0.165194518,0.11279877,0.202112765,0.114419651,0.56603614,0.26979185,1.353410128,2.138121184,0.14454221,1.184859321,0.853871047,0.288760562,0.160334489,,0.104394264,0.107453008,0.365683995,0.10870091,0.2008,0.245404051,1.895395876,Ts65Dn,Saline,S/C,t-SC-s
