MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
2320_11,0.41456644,0.581659038,0.393022517,2.79394786,4.985569515,0.236356142,0.225898853,5.580609076,0.227227788,1.598998549,0.489027732,0.351555817,0.323531127,0.387818844,0.996197145,1.063906968,2.175547098,1.751870298,0.575915478,0.906221157,0.331372989,0.44199032,0.215167539,1.299969084,3.954804536,1.213357162,0.260312481,0.332456162,0.862933367,0.178856185,0.44057558,3.194291151,0.847169564,0.565749376,0.454507962,0.938963824,0.640095121,0.470358278,0.739328078,0.467763577,0.461800105,0.512614193,0.93337035,0.239999247,1.00295782,0.184556738,1.983747857,0.300297009,0.318686333,1.791732079,0.109919965,0.151570248,0.184464753,0.140930929,0.169359264,0.184611258,0.202688015,0.120686092,0.285480696,0.150176778,0.47862865,0.290405979,1.734879954,2.650073766,0.137685735,1.153096375,0.886346159,0.218217277,0.105861914,0.10562072,0.140430826,0.128388602,0.454239366,0.15000372,0.180670002,,1.055628812,Ts65Dn,Memantine,S/C,t-SC-m
2320_12,0.640160884,0.741082241,0.435847505,2.613263078,5.752117477,0.289063488,0.121787421,2.104490803,0.234563089,2.080801235,0.220245251,0.382210124,0.333331183,0.267173008,0.979084744,0.907533902,1.86763398,1.587090974,0.470584649,0.792260862,0.810500619,0.390802269,0.187961364,1.879244262,3.705665803,1.452214453,0.255645632,0.333967885,0.850679507,0.18090053,0.551572019,1.573385424,0.352440965,0.424980633,0.422274657,0.732831581,0.625458439,0.400562062,0.54803292,0.486891053,0.356465516,0.497108251,0.241843007,0.162397753,0.896463145,0.195318964,1.160494315,0.315689413,0.454036726,1.296245219,0.10191898,0.199096521,0.207620045,0.113782527,0.136296619,0.174564965,0.182309129,0.130594972,0.28983505,0.12488296,0.352934074,0.2504641,1.555898301,2.050749878,0.148661191,1.204061688,0.888283546,0.227599935,0.123139217,0.112972331,0.113482572,0.127514324,0.403517591,0.100140304,0.141715527,0.159750883,1.979506176,Control,Memantine,C/S,c-CS-m
2320_13,0.209680887,0.439632004,0.303103767,2.292678691,3.772103902,0.339803094,0.228222767,2.655176463,0.256815591,1.388469088,0.560264765,0.343726866,0.343295069,0.294594916,0.878757498,0.68660495,1.441045936,1.203298073,0.433255395,0.632419,0.349076411,0.498057864,0.196243874,1.253482236,2.39843141,1.108780035,0.273300581,0.308583636,0.732166152,0.196807152,0.455908254,2.197179708,0.82168452,0.489821002,0.416075818,0.756238562,0.568994933,0.382567662,0.605638445,0.381917097,0.378093291,0.454626791,0.520201776,0.144667539,0.721706657,0.169481184,1.98834647,0.275659142,0.336433795,0.916994526,0.160807713,0.141241326,0.174394741,0.108836861,0.132260287,0.180998102,0.156563101,0.108271601,0.203514269,0.118230483,0.445090027,0.259770011,1.436829426,2.366835251,0.11386395,1.231628391,0.820860016,0.194202354,0.117299106,,0.128895801,0.108997121,0.413766501,0.111278098,,0.245854092,1.900643397,Control,Saline,S/C,c-CS-m
2320_14,0.283908438,0.638858161,0.212386795,2.03050684,4.026527775,0.228083228,0.17217038,4.045565802,0.175394603,1.318139771,0.375160499,0.330524019,0.293619366,0.257755503,0.740951788,0.956867461,1.754996544,1.231073515,0.32974839,0.712496965,0.257391149,0.318317164,0.148825282,1.134912557,2.480820526,1.033821794,0.218458847,0.254578862,0.678187173,0.122553382,0.354444383,2.15923544,0.4802658,0.470705191,0.474222152,0.869179388,0.617399434,0.353413135,0.526343831,0.389779115,0.302601597,0.477063811,0.363652026,0.170035025,0.98056726,0.136048576,1.614730476,0.275362461,0.234753585,1.120347768,0.132842714,0.153364574,0.191028433,0.143950709,0.153268528,0.184948752,0.181151419,0.095423898,0.266603612,0.14129745,0.445432211,0.263070252,1.512372175,2.455786407,0.191812902,1.395612286,0.812608217,0.194441714,0.123536897,,0.125529793,0.121387489,0.470212346,,0.249872399,,1.096930673,Control,Memantine,S/C,c-SC-m
2320_15,0.428198164,0.892182004,0.41798943,1.983550978,3.780486522,0.20975303,0.157419265,2.754371453,0.183236567,1.507766501,0.555760455,0.219499201,0.30409868,0.210089208,0.752581434,0.495010778,1.247004934,1.216037481,0.447119025,0.364552239,0.304071986,0.341095683,0.161384263,,1.70423816,1.114444849,0.160149973,0.190530002,0.502059757,0.165734229,0.443880047,1.654518087,0.248008313,0.46871143,0.383763264,0.641409447,0.570692759,0.292937528,0.415735843,0.289046083,0.292044793,0.364441358,0.460278021,0.195575768,0.813321336,0.146523242,2.093574939,0.257772358,0.51771314,0.621707901,0.260389065,0.140856057,0.195027643,0.095899114,0.141382946,0.137762917,0.178888202,0.104116017,0.159943046,0.100338531,0.401400595,0.294123828,1.193421611,2.181144484,0.158223741,1.161426867,0.942385038,0.228508569,0.186231949,0.115449974,0.092093214,0.129514972,0.358718693,0.120247782,0.114964371,0.172758133,1.526896426,Ts65Dn,Saline,C/S,t-CS-s
4429_1,0.361944822,0.480801617,0.212386795,2.540171603,5.894713032,0.276508111,0.181910648,3.946506286,0.232090565,1.611604567,0.392528928,0.341555624,0.24747704,0.271648994,0.936047517,0.938485472,1.851232057,1.152432144,0.403631669,0.714671223,0.233941171,0.388493945,0.172985822,1.337241043,2.824289152,1.901702782,0.244162066,0.316898269,0.681010548,0.15607583,0.323792632,1.278094252,0.248008313,0.477264521,0.450406464,0.951414091,0.569411145,0.350964023,0.591333061,0.239771151,0.225838264,0.378434176,0.36034531,0.186506084,1.386676278,0.142928152,1.288110061,0.295564767,0.356335979,1.092930939,0.123885613,0.154430528,0.18648111,0.128350272,0.15357263,0.186289381,0.177553975,0.106275537,0.220047104,0.122750152,0.508177032,0.257529144,1.536730371,2.474834344,0.143060678,1.273121242,0.890729985,0.251553357,0.128177141,,0.121884675,0.124775381,0.432745124,0.103706,0.170995898,,1.011845896,Control,Memantine,S/C,c-SC-m
4429_2,0.323051129,0.544695427,0.359245562,2.426317293,4.479938226,0.235324043,0.183675431,6.190039195,0.205765055,1.665842907,0.599126484,0.374518215,0.316984948,0.24354901,0.842090736,0.943810292,1.601841313,1.288645206,0.496297725,0.750898368,0.348119914,0.376141526,0.184897456,1.26796811,2.044725512,1.298090758,0.244009867,0.288900118,0.619140682,0.177408165,0.396780124,2.08022734,0.3909841,0.425095881,0.454479273,0.793490748,0.50550197,0.32579574,0.534358867,0.308819121,0.276953055,0.363022107,0.424227492,0.17782682,0.730241346,0.155329489,2.763839213,0.265695186,0.531803297,1.192387169,0.211861236,0.144819009,0.17518404,0.121320826,0.15052014,0.197254501,0.2425052,0.119996138,0.146085188,0.103998511,0.562931932,0.31646809,1.538010642,2.111946576,0.165778762,1.284714118,0.933461378,0.22484229,0.140683564,0.105980299,0.128780205,0.110935106,0.472625623,0.219738944,0.149432095,0.158542572,1.14054545,Ts65Dn,Saline,C/S,t-CS-s
4429_3,0.46462619,0.787392026,0.248180764,2.9809303,4.614706599,0.251236726,0.196827053,5.952183211,0.262685362,1.283311633,0.354588659,0.332143612,0.383006206,0.303218665,1.002536196,1.105420227,2.065020017,1.308876194,0.414860338,0.865705006,0.28950288,0.372669454,0.171822407,1.563680965,3.03570069,1.211416661,0.25606886,0.322148103,0.834094687,0.169555942,0.452913595,3.194291151,0.248008313,0.44561416,0.442932918,0.969023295,0.646130068,0.465063686,0.626288669,0.306282258,0.345453031,0.458949373,0.340231914,0.262144769,1.221616927,0.144398753,1.637928171,0.289750404,0.532734543,1.228726442,0.279942763,0.15663595,0.185994823,0.147956315,0.151268203,0.212275014,0.381709062,0.115128357,0.220496437,0.113594851,0.547959624,0.340905644,1.167184764,2.597496349,0.158807851,1.296837336,0.74139451,0.199937374,0.157691739,0.10809599,0.149428916,0.109162412,0.508491699,0.143749861,0.159166719,0.163068363,1.097627192,Ts65Dn,Memantine,S/C,t-SC-m
4429_4,0.278119861,0.559342046,0.306547326,2.478410028,3.687297867,0.339803094,0.154391625,2.6699552,0.179669267,1.099027672,0.311289691,0.268085214,0.375447545,0.228389556,0.865278236,0.611853324,1.771432514,1.29975499,0.424989229,0.774902106,0.281428519,0.467997854,0.140805849,1.087358143,3.130943795,1.140295135,0.207364867,0.243523426,0.562815098,0.13769634,0.329494982,2.210341493,0.636151494,0.541095139,0.422691148,0.733428954,0.646625311,0.424462696,0.634382668,0.315559344,0.399193157,0.445863021,0.391359535,0.196674838,1.251792268,0.148032385,1.585909838,0.271620252,0.289775269,1.98444465,0.058405282,0.142275413,0.165697937,0.138523255,0.172527341,0.198662125,0.155476533,0.107146333,0.241427199,0.173194208,0.572103944,0.356756535,1.521839786,2.614464952,0.17645483,1.609930749,0.813799075,0.25981859,0.137000112,0.15582998,0.131558385,0.125964491,0.499825011,,0.269782966,,1.035171261,Control,Memantine,S/C,t-SC-m
4429_5,1.875890736,0.448727059,0.33477252,1.902650624,3.929565086,0.248391809,0.198704233,4.11527181,0.176609948,0.806047967,0.332526354,0.327201801,0.410903577,0.268214839,0.748698677,0.777464072,1.30302852,1.824979914,0.542736509,0.676138781,0.254430575,0.378935645,0.196046151,0.98408098,1.887646767,0.87599882,0.267302254,0.271178452,0.56844898,0.173658994,0.411568486,1.890171679,0.722127947,0.459027195,0.675870003,0.71745443,0.638487368,0.416124346,0.579673635,0.337633568,0.399766179,0.451068172,0.511857951,0.146190133,0.897000786,0.151694933,1.531547346,0.291073987,0.197573811,1.126905841,0.083532468,0.164792653,0.177063985,0.115251838,0.146826374,0.153507393,0.192526512,0.10746974,0.213235999,0.112319272,0.593429808,0.291050055,1.214452477,2.197865548,0.138554339,1.195611765,0.755848191,0.207748752,0.107152657,0.146364917,0.116522839,0.128909623,0.48709061,0.274645798,0.207226476,0.284330486,1.087138263,Control,Memantine,S/C,c-SC-m
4429_6,0.179262795,1.500684051,0.284695446,2.58434205,5.015385885,0.137873134,0.169534151,5.888212122,0.229616863,1.090465036,0.715850627,0.316162465,0.280551381,0.244672087,0.822196378,0.719283119,1.658833932,0.727791772,0.421972648,0.364552239,0.430188105,0.274853664,0.14936185,0.701346426,1.811902781,1.114220621,0.176056165,0.278644322,0.730599738,0.115017986,0.506342748,2.530101005,0.560085904,0.390990799,0.422296742,0.772653102,0.444652047,0.307728285,0.504078066,0.385924401,0.25800608,0.334072182,0.268073346,0.172087462,1.012502436,0.162134076,1.131107832,0.291489405,0.366370589,0.96920345,0.132969772,0.122419929,0.161041751,0.10898671,0.153281022,0.170108755,0.141857893,0.109252575,0.291642481,0.101449542,0.477337787,0.278755289,1.863018251,2.512683166,0.178904773,0.971080227,0.979730077,0.174797136,0.128295319,0.112235501,0.10395405,0.123244932,0.376443862,0.124561432,0.114964371,0.142812468,1.29622025,Control,Memantine,C/S,t-CS-m
4429_7,0.378779466,0.588451743,0.357678387,2.649866446,5.281900856,0.25335785,0.175052426,2.493494439,0.205425559,1.335433372,0.338624202,0.37771039,0.311000817,0.291433348,0.934245535,0.977538047,1.971079964,1.292528927,0.405767657,0.939055333,0.250061605,0.489381903,0.180786915,1.320793519,3.880700227,1.218625647,0.229233017,0.297995658,0.764176849,0.157289682,0.397628928,2.319148217,0.860660521,0.583821814,0.473375213,0.901951033,0.552847906,0.375336104,0.769463464,0.408621306,0.304769584,0.495439836,0.457169547,0.19241936,0.92439466,0.145928088,1.587028557,0.213871066,0.367050612,1.392503905,0.210212878,0.139092594,0.199814642,0.137169208,0.156341239,0.216968066,0.190481381,0.117952311,0.22009091,0.14793573,0.574129307,0.281200688,1.506089202,2.423731923,0.11386395,1.35601648,0.881594345,0.2780941,0.155538427,0.137826717,0.136139302,0.123835192,0.505189032,0.145070207,0.187913748,0.169319038,1.072276981,Control,Saline,S/C,c-SC-s
4429_8,0.482041833,0.663574063,0.313381842,2.630469055,4.66475181,0.233588138,0.178257989,3.134834326,0.173079903,1.232092422,0.457968311,0.301542995,0.300510776,0.297825994,0.944720025,1.18263934,1.952653797,1.284556656,0.408610984,0.71252134,0.272955349,0.361260555,0.167821201,1.433984669,3.436622176,1.172883029,0.237360834,0.316357894,0.850624187,0.158867957,0.429278925,3.194291151,0.438790443,0.498425846,0.465395934,0.893562937,0.55449337,0.498933027,0.625212037,0.315103293,0.309782772,0.461681919,0.269166815,0.20119882,1.064185819,0.149958778,1.574994203,0.296696054,0.451723698,1.360527668,0.167074604,0.154572569,0.19641902,0.127700359,0.157591335,0.166283166,0.181805467,0.117088344,0.229920168,0.15232343,0.503468376,0.27082743,1.888916471,2.14283703,0.146211,1.350480207,0.895269511,0.226131468,0.146407417,0.122173807,0.129512696,0.124131212,0.476845581,0.1001457,0.176651193,0.141805008,1.338132405,Control,Saline,S/C,c-SC-m
4429_9,0.393436718,0.632108031,0.278081697,2.216788626,3.743182986,0.199812602,0.15734661,4.572955177,0.206101501,0.806047967,0.320640846,0.347625696,0.340314077,0.211062655,0.972573327,1.068800073,1.934770676,1.350138382,0.407789447,0.752751854,0.210003368,0.347175782,0.16039567,1.453890865,2.416000839,1.103220356,0.236432904,0.287817233,0.610215093,0.188405792,0.44322682,2.041763099,0.642601299,0.561482471,0.511013032,0.983147602,0.701844928,0.439504036,0.772901081,0.332925276,0.298342703,0.538265261,0.447009193,0.207151066,0.947866467,0.16773676,2.701350425,0.253875196,0.296635004,1.257823845,0.401957124,0.178476513,0.187495738,0.111753963,0.157793295,0.185097587,0.16947486,0.11614801,0.260594089,0.143848426,0.560018472,0.27378448,1.208550169,1.685166283,0.132642701,1.278766258,0.796167815,0.226254173,0.130032809,0.116315196,0.141556046,0.149668373,0.48112457,0.117974173,0.167228244,0.171765453,0.982429197,Control,Memantine,S/C,c-SC-m
4429_10,0.280295982,0.573626751,0.266162879,2.267371653,3.211501568,0.299057637,0.186292255,3.593534275,0.194892272,1.375294359,0.339391696,0.353219066,0.358753799,0.302448752,0.814974229,0.724607987,1.766923331,1.217436773,0.433053563,0.891078906,0.236611924,0.424218391,0.128250073,1.089346051,2.724181867,1.149485162,0.267506767,0.288348213,0.700363353,0.148412681,0.302102585,2.270423997,0.824810145,0.487335185,0.445709443,0.862621421,0.57506873,0.343667737,0.593367431,0.342276309,0.309771427,0.338863558,0.354045068,0.176717358,1.109795934,0.140875679,1.564550243,0.299432169,0.290042495,1.89551552,0.109052683,0.143467236,0.168108139,0.132554813,0.161647884,0.196919752,0.161164081,0.113315666,0.270803639,0.112695461,0.592738033,0.279668104,1.667498463,2.45783036,0.166219852,1.516681701,0.889618059,0.195878684,0.114165171,,0.126964845,0.126601139,0.432464202,0.100807041,0.277186415,,1.001588389,Control,Memantine,S/C,c-SC-m
4429_11,0.239502516,0.478812859,0.2613917,1.819977691,2.576795515,0.189599963,0.138396895,1.762471346,0.198446822,0.920923251,0.241093515,0.280211577,0.218615608,0.206708876,0.661704725,0.411304475,1.231326347,0.9732795,0.337936063,0.408984022,0.296089934,0.307444213,0.137541148,0.70129932,1.388047287,0.848922259,0.196136728,0.176193403,0.591438313,0.146683071,0.339548849,1.554700754,0.268542382,0.405796603,0.258723958,0.634556229,0.443330323,0.364029887,0.458906843,0.311853831,0.225838264,0.381426827,0.20107704,0.164544991,0.731452114,0.144904081,2.201065921,0.224660473,0.376488206,0.865997982,0.068049378,0.14508512,0.173439052,0.113214169,0.154422001,0.13225695,0.140133602,0.108310319,0.146085188,0.104123032,0.504639945,0.324062837,1.547199712,2.042906601,0.179704331,1.036818163,0.711470948,0.206449547,0.146625522,0.111387869,0.115114106,0.12890734,0.376641277,0.167209702,0.114964371,0.117812408,1.29390166,Control,Saline,C/S,c-SC-s
