MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
3611_11,0.351624492,0.554241334,0.386988953,2.417417424,3.490449392,0.240680941,0.20615354,2.392970945,0.218083087,1.109723552,0.581301238,0.325597572,0.309393881,0.289387149,0.74202228,0.645318828,1.5349873,0.727791772,0.407598913,0.62587101,0.28015335,0.30000087,0.200980727,1.084318333,2.981932203,0.998182239,0.252901074,0.275213318,0.640363098,0.161147526,0.335816984,1.840000369,0.352800403,0.483444681,0.310150135,0.739017575,0.575421991,0.306950489,0.596012538,0.33278748,0.306561772,0.351143775,0.236125091,0.169476529,0.70729254,0.159908239,1.20802525,0.282369508,0.532027637,1.172089785,0.30595828,0.189383509,0.186752802,0.128287173,0.162821835,0.217200871,0.399395596,0.123994618,0.218575976,0.173312337,0.531902785,0.358114234,1.514827109,2.374678529,0.155525652,1.314880006,0.982375293,0.232349001,0.141815294,0.196831861,0.13048468,0.147813215,0.467148068,0.269365861,0.165223823,0.252483955,1.291251603,Ts65Dn,Memantine,S/C,t-SC-m
3611_12,0.394930932,0.52341994,0.322403635,2.347711487,3.952054736,0.217663393,0.171473641,4.624241802,0.198289535,1.230840943,0.390677908,0.348865399,0.359777817,0.277653639,0.868764821,0.838558318,1.655554946,1.166954269,0.40240194,0.776212805,0.278995212,0.35589803,0.160193697,1.155584318,3.29782206,1.227116487,0.215708819,0.251137227,0.626214572,0.166322921,0.378384095,2.642910313,0.690497049,0.468242499,0.568673181,0.869432383,0.772122968,0.411630527,0.672278435,0.316103968,0.313909866,0.476628937,0.562084784,0.196791113,1.009570135,0.151152415,1.820122138,0.315399425,0.52446728,1.337358467,0.111357816,0.166170681,0.200177719,0.120368124,0.170201443,0.180297699,0.195762686,0.127730014,0.287437506,0.157360461,0.65820518,0.313661142,1.719275764,2.641261101,0.164886857,1.421523738,0.885241981,0.201079438,0.156799177,0.141329385,0.12126856,0.131403452,0.486983389,0.235430152,0.209663651,0.275385761,1.04557181,Control,Memantine,S/C,c-SC-m
3611_13,0.587087011,0.838364782,0.327550748,2.199325935,3.291156808,0.243097908,0.171265964,5.903065601,0.213140681,1.516412723,0.753593002,0.394231193,0.395640954,0.3014046,0.872866014,0.509956231,1.5889971,1.542649632,0.473447263,0.611320134,0.40559671,0.374303702,0.199344665,1.826198944,2.706026528,1.31129171,0.266316759,0.350798389,0.758709296,0.175824339,0.407755968,1.920440868,0.349112183,0.483667252,0.390013659,0.832976575,0.669458665,0.305161094,0.501496426,0.472890793,0.333568175,0.529407652,0.384157732,0.179618758,1.0079254,0.156681751,0.753384967,0.319152959,0.612127885,1.311651795,0.078122135,0.149398669,0.162474905,0.103860699,0.193112762,0.118818549,0.257181287,0.14317579,0.211623166,0.132882989,0.499447298,0.272478028,1.052079495,2.087379598,0.16773279,1.214082445,0.626595498,0.236741651,0.105861914,0.093938947,0.101855972,0.11004903,0.487714773,,,,1.572492948,Control,Saline,C/S,t-CS-m
3611_14,0.384890561,0.455411578,0.311824354,2.455972165,3.91925805,0.234673948,0.188710681,2.806535185,0.162217736,1.279893443,0.220245251,0.343269477,0.296806252,0.299133023,0.811472673,0.734531321,1.828999162,1.270880864,0.489248416,0.664285313,0.241350138,0.386046886,0.128250073,1.156988275,2.416143293,1.03629262,0.281709563,0.235977537,0.613925894,0.163223884,0.331628704,2.007528794,0.947331524,0.445134676,0.429700039,0.728785287,0.556078759,0.347618136,0.584960214,0.27186183,0.311281955,0.327188977,0.345767238,0.17653581,0.913076909,0.154899811,1.47708742,0.280473712,0.342664255,1.267215511,0.071031441,0.133269121,0.185733304,0.145170826,0.158249401,0.183247656,0.160236306,0.116347537,0.242321548,0.111364131,0.5400095,0.227200947,1.682669337,2.492341488,0.167694127,1.402071133,0.831912122,0.228190802,,,0.149364869,0.110344198,0.48691407,,,0.285412453,1.005639683,Control,Memantine,S/C,c-SC-s
3611_15,0.550868469,1.913652131,0.308949731,2.069737188,4.302978139,0.137873134,0.161822876,2.042216697,0.20267368,2.627611644,1.047982739,0.304419343,0.376806776,0.163554464,1.112182997,1.028548596,2.120984662,2.082975022,0.471477344,0.900659138,0.164072427,0.364171419,0.175036958,2.383446537,,1.594119528,0.160149973,0.305906392,0.880338531,0.1536746,0.481652603,1.278094252,1.381136004,0.541661023,0.520249039,0.990232239,0.734937069,0.484209545,0.772901081,0.529220779,0.42345838,0.589283003,,0.226181167,1.012442231,0.160074563,1.350913174,0.213871066,0.661803186,2.291487859,0.170658535,0.150607522,0.212598952,0.12097685,0.18790947,0.22950082,0.2727011,0.139938537,0.236907796,0.160211833,0.542954294,0.310395929,1.549536296,2.425176867,0.11386395,1.114110424,0.896223346,0.246992595,0.12201626,0.122737216,0.135778783,0.139777945,0.535441423,0.129651491,0.120962279,0.117812408,1.699961525,Control,Saline,C/S,c-CS-m
4029_1,0.885643268,1.10110554,0.271786645,2.987989544,6.215859031,0.339803094,0.250503525,6.443310037,0.212390011,2.445200272,2.467236025,0.343405122,0.300686046,0.21176714,0.862321032,1.09849849,1.642388838,1.544799056,0.601549144,0.710481448,0.598139864,0.337447761,0.212218001,1.496026168,3.245018376,1.514063639,0.23553333,0.324677515,0.80236658,0.164291636,0.416905917,2.800400005,0.314925507,0.416051502,0.425780954,0.773766665,0.551027012,0.494558066,0.74060393,0.399646196,0.377899623,0.43742154,0.487646807,0.206094362,1.240165527,0.187361403,2.735599105,0.322996032,0.38358824,0.981529388,0.225714422,0.16643617,0.193584046,0.139992363,0.168750235,0.190423836,0.209707639,0.116254544,0.265400802,0.156905123,0.571435491,0.329579104,1.630713713,2.214025338,0.138424502,1.533368081,0.626595498,0.192932777,0.187391395,0.114933314,0.12065966,0.113580385,0.521554491,0.172897529,0.149801923,0.1300003,1.256809477,Ts65Dn,Memantine,C/S,c-CS-m
4029_2,0.456542676,0.690976594,0.237099875,2.602761224,4.659607562,0.137873134,0.141761933,2.177884017,0.199282845,1.020193187,1.153750719,0.224191132,0.266346877,0.23150857,0.934858545,0.570610501,1.053529938,1.649498706,0.301252589,0.88837949,0.326760584,0.250328803,0.147650071,1.650046721,3.279361945,1.607423947,0.200282289,0.23962007,0.49208029,0.156409607,0.385590629,2.268629656,0.248008313,0.428547927,0.481738122,0.64577853,0.509845021,0.464800093,0.586343042,0.419904925,0.267840855,0.417090016,0.195990935,0.21483359,1.129648267,0.190115544,0.643948172,0.328930832,0.490641335,1.145444729,0.126501364,0.17113714,0.208717119,0.110992049,0.149309729,0.194523202,0.20862112,0.124051688,0.229180611,0.132984933,0.54596843,0.356098169,1.619731587,2.465388393,0.15121251,1.065581615,0.928651387,0.233414171,0.139522316,0.120639739,0.110968631,0.118570295,0.494985338,0.123980457,0.114964371,0.159818441,1.517531362,Ts65Dn,Memantine,C/S,t-CS-s
4029_3,0.793694055,1.074395936,0.264756141,2.485530258,4.090268133,0.232895248,0.209935425,6.65129683,0.24284823,1.571071199,0.61908582,0.321891049,0.441561591,0.257130469,0.897786533,0.789657589,1.43675514,2.263070368,0.281259943,0.630542123,0.427663565,0.332142129,0.197343131,1.080671984,2.131713743,1.114942021,0.160149973,0.277142665,0.714813013,0.186977854,0.406445123,2.10089134,0.311382566,0.431193804,0.351218105,0.614066041,0.491620126,0.35248384,0.596651584,0.364709946,0.246448754,0.363312219,0.262642967,0.262144769,1.0491286,0.16079382,2.884378887,0.300255916,0.510615944,1.655983359,0.21099189,0.159590605,0.191323829,0.119822596,0.162240768,0.209630711,0.214511651,0.121365738,0.20536706,0.127718825,0.464615577,0.287242076,1.622219142,2.190056918,0.152378922,1.179154203,0.994695828,0.227928206,0.130860556,0.114822792,0.118832599,0.113905787,0.487407321,0.164268829,0.179430432,0.161429912,1.669203868,Ts65Dn,Memantine,C/S,t-CS-m
4029_4,0.430564876,0.532840904,0.382614736,2.249144605,4.95049196,0.223032465,0.185202681,5.857969517,0.201860045,1.348572309,0.551529886,0.357426535,0.383144967,0.278183411,1.003875797,0.673014506,1.981943986,1.980594532,0.477532261,0.745487308,0.272668034,0.320626,0.17717527,1.302213988,3.424447158,1.221632601,0.262323538,0.333362606,0.889564402,0.166682971,0.324586228,2.492528343,1.340519334,0.424547007,0.441477916,0.754714082,0.540305875,0.46198921,0.61759724,0.351188708,0.332610502,0.469324476,0.320703884,0.205115228,0.98208815,0.192364684,2.153520608,0.368075789,0.426855855,1.538920885,0.107063429,0.170565799,0.218786215,0.118377499,0.161498384,0.191845078,0.172205678,0.124956809,0.237864213,0.122342964,0.591780063,0.328200978,1.60290678,2.338064025,0.163482368,1.326891193,0.953979547,0.243670043,0.137179395,0.134247149,0.116387112,0.113312721,0.511852206,0.163087994,0.171456893,0.179418405,1.269493366,Control,Saline,S/C,c-SC-s
4029_5,0.283159356,0.331472847,0.297421629,2.880224879,5.329965157,0.295272469,0.190487218,3.557824345,0.232942032,1.612362806,0.220245251,0.323795325,0.291591095,0.290796466,0.552172299,0.769036317,1.676250591,0.9904537,0.447280034,0.748761828,0.291904292,0.336921859,0.206324476,1.445798771,2.269534621,1.053204549,0.256863133,0.278392731,0.812596369,0.139397926,0.342468963,2.68845158,1.310799389,0.478741627,0.338923683,0.799694117,0.564899294,0.363580444,0.572334045,0.425270525,0.283583953,0.382714469,0.424941084,0.222428845,1.119910889,0.155037964,1.920114193,0.296445075,0.611025493,0.870567748,0.285704109,0.16877076,0.19501812,0.115979166,0.121765406,0.204033115,0.135445288,0.143626504,0.298115109,0.174601499,0.352934074,0.250064276,1.185715828,2.394433509,0.144121732,1.210909477,0.768701513,0.189603321,0.148049103,,0.116472165,0.093765536,0.480362142,0.090530697,0.156563844,,1.002684022,Control,Memantine,C/S,c-CS-m
4029_6,0.426788444,0.714234455,0.33110281,1.792727287,3.890199397,0.273637223,0.174206388,1.487357775,0.217414424,1.882131411,0.449723489,0.303404039,0.37118286,0.281239018,1.04277049,1.000185908,2.106410329,2.687690965,0.581668544,0.712331886,0.551673293,0.370466598,0.181229239,1.709561086,3.434153232,1.577233295,0.256389424,0.349954398,0.851498101,0.179597929,0.409372209,3.194291151,0.39561147,0.506134651,0.383240914,0.87290897,0.59375218,0.49662481,0.684040974,0.407507329,0.340756906,0.573480678,0.282808807,0.235536967,1.386676278,0.173119166,1.802445051,0.336778019,0.737911738,2.291487859,0.104835866,0.167047746,0.125317528,0.135234122,0.186026901,0.168462129,0.186429918,0.130188581,0.267004116,0.155525902,0.528786579,0.358114234,1.792308994,2.428284632,0.168720189,1.267095863,0.826535556,0.227765487,0.130857231,0.107796179,0.116494121,0.124311642,0.57401187,0.192067675,0.140201059,0.18301076,1.610508896,Control,Memantine,C/S,c-CS-m
4029_7,0.274059762,0.56696232,0.304167462,2.532847201,4.612132073,0.249807718,0.185488861,6.65129683,0.232588905,0.970101358,0.300828525,0.364053535,0.296799598,0.287371187,0.955213807,0.922810942,1.990885186,1.492299355,0.439657244,0.763918422,0.265521118,0.487316092,0.175829571,1.404007222,2.819950421,1.12354102,0.280326573,0.295244904,0.607313073,0.159594615,0.453720344,2.772610016,1.43836326,0.468399495,0.415531667,0.759624738,0.690479107,0.341139522,0.695306545,0.392697489,0.225838264,0.35745701,0.367307188,0.182988489,0.982286323,0.131008316,1.374239488,0.283017371,0.20289313,1.525094566,0.191587219,0.139264642,0.181310739,0.124823715,0.161458539,0.193512494,0.18484638,0.113445333,0.222776414,0.134641111,0.504060568,0.271156622,1.497241849,2.437064149,0.177292563,1.405339726,0.876764774,0.228577293,0.132406148,,0.151460835,0.11245753,0.431151563,0.195451991,0.114964371,0.142034557,1.006748081,Control,Saline,S/C,c-SC-m
4029_8,0.397247487,0.483083514,0.331619518,2.326413121,3.098394092,0.286814838,0.175156683,2.802920499,0.264750569,1.045343451,0.311493557,0.355669271,0.311684579,0.298871294,0.822668235,0.742371018,1.421626311,1.231292288,0.413970504,0.731593498,0.205997839,0.367912289,0.186550071,1.119513813,2.086906383,1.22190626,0.234659219,0.272473816,0.760986147,0.157602769,0.394021185,2.428357031,0.848319694,0.466257404,0.454346263,0.831238874,0.561893053,0.383336014,0.589844281,0.261425546,0.286366823,0.351488765,0.389588164,0.178647034,1.015821395,0.164174728,1.166095341,0.3217761,0.398055731,1.983223333,0.12801615,0.137237938,0.188552575,0.136635475,0.167159826,0.206620419,0.284906182,0.127307019,0.204137078,0.183504205,0.51960886,0.352450348,1.586635162,2.573443853,0.165691424,1.323588194,0.946628878,0.231123395,0.133857383,,0.143731981,0.123570709,0.522411441,0.194830073,0.199134232,0.146169681,1.143966811,Control,Saline,S/C,c-SC-s
4029_9,0.387149863,0.522448292,0.295244814,2.907691831,3.470723858,0.268174518,0.152324804,2.544370787,0.20874106,1.607097711,0.220245251,0.220271604,0.29724075,0.261314504,0.731566974,0.417631567,1.303120093,1.042321978,0.468068722,0.682565742,0.31004471,0.304503011,0.166697606,1.214217963,2.16394835,1.322949435,0.241833838,0.289520697,0.61504485,0.15603833,0.402965513,1.953876796,0.278879761,0.299476274,0.306165354,0.658089053,0.561994976,0.352997337,0.523816287,0.385201759,0.284735782,0.379206328,0.369184019,0.176713963,0.837181848,0.183069698,2.119404655,0.28819158,0.469323139,1.173603153,0.111199659,0.153904769,0.172496009,0.108838659,0.150406658,0.177440718,0.173106246,0.110899855,0.257469551,0.127255264,0.511079587,0.358114234,1.517383716,2.082408082,0.15630955,1.021233175,0.856189606,0.212504215,0.156586642,0.11607005,0.10373565,0.111331864,0.372336777,0.188338818,0.158489913,0.150306147,1.366467679,Control,Memantine,C/S,t-CS-m
4029_10,0.390935299,0.462469972,0.27861523,1.749744873,2.550317551,0.210168883,0.169563571,3.396724399,0.173657437,1.308402428,0.375229402,0.294720206,0.26963373,0.163554464,0.680865284,0.54211273,1.279510444,0.727791772,0.393998789,0.508808615,0.212720491,0.34322155,0.185424723,0.887740952,1.974469295,0.926085328,0.281649005,0.236129271,0.593191719,0.159291927,0.383424304,1.652583928,0.277309027,0.351912076,0.481237508,0.797681583,0.423200081,0.381028412,0.516185038,0.272172335,0.295883822,0.382920106,0.20021141,0.168839111,0.914870054,0.13929801,1.921613025,0.272507621,0.380120727,0.813472088,0.122006106,0.174408898,0.157929955,0.123273118,0.150541764,0.182182924,0.163448835,0.1246328,0.193952279,0.108502165,0.424000776,0.245053698,1.379675868,2.217027368,0.144058763,1.154441382,0.707040229,0.282769036,0.191460005,0.134801445,0.12847113,0.141365573,0.492691175,0.213445759,0.119927896,,1.140332719,Control,Saline,S/C,c-SC-s
4029_11,0.550481332,1.716237738,0.321081953,1.869519004,5.591383168,0.229632573,0.189692093,2.211882779,0.232766633,1.655085653,0.220245251,0.382692179,0.29532466,0.276084849,1.01199396,0.753473095,2.175547098,1.196349525,0.423827456,0.849522633,0.502621355,0.313014077,0.163845166,1.522612196,3.825481256,1.411321464,0.257487173,0.308444172,0.742811431,0.159255806,0.479284616,3.194291151,0.248008313,0.389835294,0.497530823,0.980283915,0.849347158,0.54543497,0.772901081,0.458211274,0.309717767,0.468032023,0.146940228,0.200556441,1.295018816,0.175674936,0.920117198,0.322544004,0.551785573,1.240987197,0.281851536,0.153562862,0.192870224,0.14142793,0.184169333,0.21424571,0.295949523,0.125056879,0.270826605,0.141588626,0.673484236,0.315012076,1.564130717,2.433404311,0.165987805,1.422150342,0.886246352,0.246366139,,0.146629433,0.151460835,,0.581006505,0.124855755,0.295056097,,1.529936319,Control,Memantine,C/S,c-CS-m
